idproducto,nombre,unidad,imagen,descripcion,precio,categoria,catalogo
G7519-1L ,Glucosa (Oxidasa) ,5 x 200ml,,,,,12
G7519-5L,Glucosa (Oxidasa) ,5 x 1L ,,,,,12
G7521-120,Glucosa (Oxidasa) Liquida,1 x 120ml,,,,,12
G7521-500,Glucosa (Oxidasa) Liquida,1 x 500ml ,,,,,12
G7521-1L ,Glucosa (Oxidasa) Liquida,1 x 1L ,,,,,12
8-G7518-STD,Glucosa Estándar,1 x 15ml,,,,,12
G7540-40 ,Glycohemoglobina,40 Pruebas ,,,,,12
G7540-80 ,Glycohemoglobina,80 Pruebas,,,,,12
G7540-2,Glycohemoglobina Controles,2 x 1.0ml,,,,,12
G7540-STD ,Glycohemoglobina Estándar,1 x 1.0ml ,,,,,12
H7541-CAL ,HbA1c Calibrador Set,4 x 0.5ml,,,,,12
H7541-CTL,HbA1c Control Set ,4 x 0.5ml,,,,,12
H7541-LYS,HbA1c Reactivo Lisante ,1 x 500ml,,,,,12
H7541-40,HbA1c Set,"1x30ml,1x9.5ml,1x.5ml",,,,,12
H7541-120 ,HbA1c Set,"1x90ml, 1x28.5ml, 1x1.5ml",,,,,12
H7569-39,HBDH,6 x 6.5ml ,,,,,12
H7569-65,HBDH,10 x 6.5ml,,,,,12
H7569-150,HBDH,10 x 15ml ,,,,,12
H7507-25 ,HDL (Mg-Dex),5 x 5ml,,,,,12
H7507-80 ,HDL (Mg-Dex),8 x 10ml,,,,,12
8-H7511-60,HDL (PEG),1 x 30ml,,,,,12
8-H7512-STD ,HDL Estándar,1 x 15ml ,,,,,12
H7504-120,Hemoglobina,1 x 120ml ,,,,,12
H7504-500,Hemoglobina,1 x 500ml,,,,,12
H7506-6 ,Hemoglobina Control Set,3 x 2ml,,,,,12
8-H7506-STD,Hemoglobina Estándar,1 x 2.0ml,,,,,12
8-I7505-STD,Hierro Estándar,1 x 30ml,,,,,12
I7506-500 ,Hierro UIBC/TIBC Buffer,1 x 500ml,,,,,12
I7505-500,"Hierro, Total ",1 x 500ml,,,,,12
I7505-120 ,"Hierro, Total ",1 x 120ml,,,,,12
I7504-60,Hierro/TIBC,60 test ,,,,,12
I7504-400 ,Hierro/TIBC,400 test ,,,,,12
L7596-50,Lactato,"1 x 30ml, 1 x 20ml",,,,,12
L7596-STD,Lactato Estándar,1 x 15ml ,,,,,12
L7535-39 ,LD-L ,6 x 6.5ml ,,,,,12
8-L7535-150 ,LD-L ,1 x 15ml ,,,,,12
L7535-300,LD-L ,20 x 15ml ,,,,,12
L7535-400,LD-L ,8 x 50ml ,,,,,12
L7535-1L ,LD-L ,4 x 250ml,,,,,12
L7572-150 ,LD-L Liquida ,"1 x 120ml, 1 x 30ml ",,,,,12
L7572-450 ,LD-L Liquida ,"3 x 120ml, 1 x 90ml",,,,,12
L7572-625,LD-L Liquida ,"1 x 500ml, 1 x 125ml",,,,,12
8-L7503-STD ,Lipasa Estándar,1 x 3ml ,,,,,12
L7503-40 ,Lipasa-Color,4 x 10ml,,,,,12
L7503-100,Lipasa-Color,10 x 10ml ,,,,,12
L7580-18,Lipidos Control Set,6 x 3ml,,,,,12
M7527-135 ,Magnesio,"1 x 120ml, 1 x 15ml",,,,,12
M7527-560,Magnesio,"1 x 500ml, 4 x 15ml",,,,,12
M7527-1120,Magnesio,"1 x 1L, 1 x 120ml",,,,,12
8-M7527-STD,Magnesio Estándar,1 x 15ml ,,,,,12
M7562-100 ,Microalbumina,"4 x 20ml, 2 x 10ml",,,,,12
M7562-CAL ,Microalbumina Calibrador Set,6 x 1ml,,,,,12
M7562-CTL ,Microalbumina Control Set,6 x 7ml ,,,,,12
P7582-240 ,Microproteinas ,2 x 120ml w/std ,,,,,12
P7582-STD,Microproteinas Estándar,1 x 15ml ,,,,,12
P7520-120 ,Potasio ,1 x 120ml ,,,,,12
T7528-120 ,Proteinas Totales,1 x 120ml,,,,,12
T7528-500,Proteinas Totales,1 x 500ml ,,,,,12
T7528-1L ,Proteinas Totales,1 x 1L ,,,,,12
8-T7528-STD ,Proteinas Totales Estándar,1 x 15ml,,,,,12
R7515-180 ,RA Fluid ,6 x 30ml ,,,,,12
S7571-120,Sodio,120 test ,,,,,12
T7531-75,"Triglicéridos, GPO ",5 x 15ml ,,,,,12
T7531-150 ,"Triglicéridos, GPO ",10 x 15ml ,,,,,12
T7531-300 ,"Triglicéridos, GPO ",20 x 15ml ,,,,,12
8-T7531-50,"Triglicéridos, GPO ",1 x 50ml ,,,,,12
T7531-400 ,"Triglicéridos, GPO ",8 x 50ml ,,,,,12
T7531-1L ,"Triglicéridos, GPO ",4 x 250ml,,,,,12
8-T7531-STD,"Triglicéridos, GPO Estándar",1 x 15ml,,,,,12
T7532-120 ,"Triglicéridos, GPO Liquido",1 x 120ml ,,,,,12
T7532-500 ,"Triglicéridos, GPO Liquido",1 x 500ml ,,,,,12
T7532-1L,"Triglicéridos, GPO Liquido",1 x 1L ,,,,,12
HU782-246 ,Acido Urico,"4 x 50ml, 2 x 23ml ",,HITACHI:704 Reactivos,,,12
HA701-600,Albumina,12 x 50ml ,,HITACHI:704 Reactivos,,,12
HA726-305 ,ALT,"5 x 50ml, 1 x 55ml",,HITACHI:704 Reactivos,,,12
HA765-162,Amilasa EPS,"6 x 22ml, 3 x 10ml ",,HITACHI:704 Reactivos,,,12
HA744-200,Apolipoproteina A1,"4 x 40ml, 2 x 20ml",,HITACHI:704 Reactivos,,,12
HA788-200,Apolipoproteina B,"4 x 40ml, 2 x 20ml ",,HITACHI:704 Reactivos,,,12
HA761-305 ,AST ,"5 x 50ml, 1 x 55ml ",,HITACHI:704 Reactivos,,,12
H7545-40,autoHDL Liquida,"1 x 30ml, 1 x 10ml",,HITACHI:704 Reactivos,,,12
L7574-40,autoLDL ,"1 x 30ml, 1 x 10ml",,HITACHI:704 Reactivos,,,12
HB736-147,"Bilirrubina, Directa","6 x 19ml, 3 x 11ml",,HITACHI:704 Reactivos,,,12
HB779-345,"Bilirrubina, Total","6 x 45ml, 3 x 25ml ",,HITACHI:704 Reactivos,,,12
HB752-510,BUN,"8 x 50ml, 2 x 55ml",,HITACHI:704 Reactivos,,,12
HC702-500,Calcio CPC,"7 x 50ml, 3 x 50ml",,HITACHI:704 Reactivos,,,12
HI790-CEW,Cell Wash ,6 x 2L ,,HITACHI:704 Reactivos,,,12
HC722-125,CK,"2 x 50ml, 1 x 25ml",,HITACHI:704 Reactivos,,,12
HC710-600,Colesterol,12 x 50ml ,,HITACHI:704 Reactivos,,,12
HC739-500 ,Creatinina ,"8 x 50ml, 2 x 50ml",,HITACHI:704 Reactivos,,,12
C7568-40 ,CRP-Alta Sensibilidad ,"1 x 20ml, 1 x 20ml",,HITACHI:704 Reactivos,,,12
HI790-DET ,Detergente ,1 x 1L ,,HITACHI:704 Reactivos,,,12
HC704-200 ,Dioxido de Carbono,10 x 20ml ,,HITACHI:704 Reactivos,,,12
HA703-60 ,Fosfatasa Acida ,6 x 10ml ,,HITACHI:704 Reactivos,,,12
HA716-246 ,Fosfatasa Alcalina ,"4 x 50ml, 2 x 23ml",,HITACHI:704 Reactivos,,,12
HP716-600,Fósforo,"8 x 50ml, 4 x 50ml ",,HITACHI:704 Reactivos,,,12
HG759-140,GGT ,"5 x 20ml, 2 x 20ml ",,HITACHI:704 Reactivos,,,12
HG720-600 ,Glucosa (Hexokinasa) ,"10 x 50ml, 5 x 20ml",,HITACHI:704 Reactivos,,,12
HG721-600,Glucosa (Oxidasa) ,12 x 50ml,,HITACHI:704 Reactivos,,,12
HI704-300 ,Hierro (Ferrozine),"5 x 50ml, 1 x 50ml ",,HITACHI:704 Reactivos,,,12
HI790-KCL ,ISE 1N KCL Solución,1 x 1L ,,HITACHI:704 Reactivos,,,12
HI790-DL04,ISE Diluyente,6 x 1L,,HITACHI:704 Reactivos,,,12
HI790-STH ,ISE Estándar - Alto,10 x 2ml ,,HITACHI:704 Reactivos,,,12
HI790-STL,ISE Estándar - Bajo,10 x 2ml,,HITACHI:704 Reactivos,,,12
HI790-REF,ISE Internal Reference,6 x 2L ,,HITACHI:704 Reactivos,,,12
L7596-50 ,Lactato,"1 x 30ml, 1 x 20ml ",,HITACHI:704 Reactivos,,,12
HL756-284,LD ,"4 x 50ml, 4 x 21ml",,HITACHI:704 Reactivos,,,12
HM729-200,Magnesio,"2 x 50ml, 2 x 50ml",,HITACHI:704 Reactivos,,,12
M7562-100,Microalbumina ,"4 x 20ml, 2 x 10ml",,HITACHI:704 Reactivos,,,12
HP782-200,Microproteinas,"4 x 50ml, 1 x 15ml",,HITACHI:704 Reactivos,,,12
HT728-600 ,"Proteinas, Totales","8 x 50ml, 4 x 50ml",,HITACHI:704 Reactivos,,,12
HI790-SCS,Solución Limpiadora,1 x 500ml ,,HITACHI:704 Reactivos,,,12
HT732-600 ,Triglicéridos ,12 x 50ml ,,HITACHI:704 Reactivos,,,12
HU982-615 ,Acido Urico ,"5 x 100ml, 5 x 23ml",,HITACHI 717 REAGENTS,,,12
HA901-1400,Albumina ,14 x 100ml ,,HITACHI 717 REAGENTS,,,12
HA926-610 ,ALT ,"5 x 100ml, 2 x 55ml ",,HITACHI 717 REAGENTS,,,12
HA965-324 ,Amilasa EPS,"12 x 22ml, 6 x 10ml",,HITACHI 717 REAGENTS,,,12
HA744-200 ,Apolipoproteina A1,"4 x 40ml, 2 x 20ml",,HITACHI 717 REAGENTS,,,12
HA788-200 ,Apolipoproteina B ,"4 x 40ml, 2 x 20ml ",,HITACHI 717 REAGENTS,,,12
HA961-610,AST ,"5 x 100ml, 2 x 55ml ",,HITACHI 717 REAGENTS,,,12
H7545-40,autoHDL Liquida,"1 x 30ml, 1 x 10ml ",,HITACHI 717 REAGENTS,,,12
H7545-80,autoHDL Liquida ,"1 x 60ml, 1 x 20ml ",,HITACHI 717 REAGENTS,,,12
L7574-40 ,autoLDL ,"1 x 30ml, 1 x 10ml",,HITACHI 717 REAGENTS,,,12
L7574-80 ,autoLDL ,"1 x 60ml, 1 x 20ml",,HITACHI 717 REAGENTS,,,12
HB936-294,"Bilirrubina, Directa","12 x 19ml, 6 x 11ml",,HITACHI 717 REAGENTS,,,12
HB979-693 ,"Bilirrubina, Total","6 x 90ml, 3 x 51ml",,HITACHI 717 REAGENTS,,,12
HB952-1020,BUN,"8 x 100ml, 4 x 55ml",,HITACHI 717 REAGENTS,,,12
HC902-1000 ,Calcio CPC ,"7 x 100ml, 3 x 100ml ",,HITACHI 717 REAGENTS,,,12
HI790-CEW ,Cell Wash,6 x 2L ,,HITACHI 717 REAGENTS,,,12
HC922-250,CK,"2 x 100ml, 2 x 25ml",,HITACHI 717 REAGENTS,,,12
HC910-1000,Colesterol ,10 x 100ml ,,HITACHI 717 REAGENTS,,,12
HC939-1340 ,Creatinina,"11 x 100ml, 3 x 80ml ",,HITACHI 717 REAGENTS,,,12
C7568-40 ,CRP-Alta Sensibilidad ,"1 x 20ml, 1 x 20ml ",,HITACHI 717 REAGENTS,,,12
C7568-100,CRP-Alta Sensibilidad ,"1 x 50ml, 1 x 50ml ",,HITACHI 717 REAGENTS,,,12
HI790-DET ,Detergente ,1 x 1L ,,HITACHI 717 REAGENTS,,,12
HC704-200,Dioxido de Carbono ,10 x 20ml ,,HITACHI 717 REAGENTS,,,12
HA703-60 ,Fosfatasa Acida,6 x 10ml,,HITACHI 717 REAGENTS,,,12
HA916-492,Fosfatasa Alcalina,"4 x 100ml, 4 x 23ml ",,HITACHI 717 REAGENTS,,,12
HP916-1200 ,Fósforo ,"8 x 100ml, 4 x 100ml",,HITACHI 717 REAGENTS,,,12
HG959-315 ,GGT ,"5 x 45ml, 2 x 45ml",,HITACHI 717 REAGENTS,,,12
HG920-1200,Glucosa (Hexokinasa) ,"10 x 100ml, 10 x 20ml",,HITACHI 717 REAGENTS,,,12
HG921-1000 ,Glucosa (Oxidasa),10 x 100ml ,,HITACHI 717 REAGENTS,,,12
HI904-600,Hierro (Ferrozine) ,"5 x 100ml,1 x 100ml",,HITACHI 717 REAGENTS,,,12
HI790-KCL ,ISE 1N KCL Solución,1 x 1L ,,HITACHI 717 REAGENTS,,,12
HI790-DIL ,ISE Diluyente ,6 x 2L ,,HITACHI 717 REAGENTS,,,12
HI790-STH ,ISE Estándar - Alto ,10 x 2ml ,,HITACHI 717 REAGENTS,,,12
HI790-STL,ISE Estándar - Bajo,10 x 2ml ,,HITACHI 717 REAGENTS,,,12
HI790-REF ,ISE Internal Reference,6 x 2L ,,HITACHI 717 REAGENTS,,,12
L7596-50 ,Lactato,"1 x 30ml, 1 x 20ml",,HITACHI 717 REAGENTS,,,12
HL956-568,LD,"4 x 100ml, 8 x 21ml",,HITACHI 717 REAGENTS,,,12
HM929-400,Magnesio ,"4 x 50ml, 4 x 50ml",,HITACHI 717 REAGENTS,,,12
M7562-100 ,Microalbumina,"4 x 20ml, 2 x 10ml ",,HITACHI 717 REAGENTS,,,12
HP782-400,Microproteinas ,"8 x 50ml, 1 x 15 std ",,HITACHI 717 REAGENTS,,,12
HT928-1200,"Proteinas, Totales ","8 x 100ml, 4 x 100ml",,HITACHI 717 REAGENTS,,,12
HI790-SCS ,Solucion Limpiadora,1 x 500ml,,HITACHI 717 REAGENTS,,,12
HT932-1000,Trigliceridos ,10 x 100ml ,,HITACHI 717 REAGENTS,,,12
HU482-R1 ,Acido Urico R1 ,5 x 300ml ,,HITACHI 747 REAGENTS,,,12
HU482-R2,Acido Urico R2,5 x 150ml,,HITACHI 747 REAGENTS,,,12
HA401-3000,Albumina ,5 x 600ml,,HITACHI 747 REAGENTS,,,12
HA426-R1,ALT R1,5 x 500ml,,HITACHI 747 REAGENTS,,,12
HA426-R2,ALT R2,5 x 253ml,,HITACHI 747 REAGENTS,,,12
HA465-R1,Amilase EPS R1,3 x 270ml,,HITACHI 747 REAGENTS,,,12
HA465-R2,Amilase EPS R2,3 x 120ml,,HITACHI 747 REAGENTS,,,12
HA461-R1,AST R1 ,5 x 500ml,,HITACHI 747 REAGENTS,,,12
HA461-R2,AST R2,5 x 253ml ,,HITACHI 747 REAGENTS,,,12
HH445-R1,autoHDL Colesterol R1 ,5 x 250ml,,HITACHI 747 REAGENTS,,,12
HH445-R2,autoHDL Colesterol R2,3 x 150ml,,HITACHI 747 REAGENTS,,,12
HB436-R1,"Bilirrubina, Directa R1 ",4 x 300ml,,HITACHI 747 REAGENTS,,,12
HB436-R2,"Bilirrubina, Directa R2",4 x 100ml,,HITACHI 747 REAGENTS,,,12
HB479-R1 ,"Bilirrubina, Total R1 ",5 x 600ml,,HITACHI 747 REAGENTS,,,12
HB479-R2,"Bilirrubina, Total R2",5 x 175ml ,,HITACHI 747 REAGENTS,,,12
HB452-R1,BUN R1 ,5 x 600ml,,HITACHI 747 REAGENTS,,,12
HB452-R2,BUN R2,5 x 300ml ,,HITACHI 747 REAGENTS,,,12
HC402-R1 ,Calcio CPC R1,5 x 600ml,,HITACHI 747 REAGENTS,,,12
HC402-R2,Calcio CPC R2,5 x 300ml ,,HITACHI 747 REAGENTS,,,12
HI790-CEW,Cell Wash ,6 x 2L ,,HITACHI 747 REAGENTS,,,12
HC422-R1,CK,4 x 500ml,,HITACHI 747 REAGENTS,,,12
HC422-R2,CK,3 x 150ml,,HITACHI 747 REAGENTS,,,12
HC410-3000,Colesterol ,5 x 600ml,,HITACHI 747 REAGENTS,,,12
HC439-R1,Creatinina,5 x 600ml ,,HITACHI 747 REAGENTS,,,12
HC439-R2,Creatinina,5 x 300ml,,HITACHI 747 REAGENTS,,,12
HI790-DET,Detergente ,1 x 1L ,,HITACHI 747 REAGENTS,,,12
HA416-R1 ,Fosfatasa Alcalina R1 ,5 x 500ml,,HITACHI 747 REAGENTS,,,12
HA416-R2,Fosfatasa Alcalina R2,2 x 150ml,,HITACHI 747 REAGENTS,,,12
HP416-R1 ,Fósforo R1 ,5 x 600ml ,,HITACHI 747 REAGENTS,,,12
HP416-R2,Fósforo R2,5 x 300ml ,,HITACHI 747 REAGENTS,,,12
HG459-R1 ,GGT,3 x 410ml,,HITACHI 747 REAGENTS,,,12
HG459-R2,GGT,3 x 289ml,,HITACHI 747 REAGENTS,,,12
HG420-R1 ,Glucosa (Hexokinasa) ,5 x 600ml,,HITACHI 747 REAGENTS,,,12
HG420-R2,Glucosa (Hexokinasa) ,5 x 300ml,,HITACHI 747 REAGENTS,,,12
HG421-3000 ,Glucosa (Oxidasa) ,5 x 600ml ,,HITACHI 747 REAGENTS,,,12
HI404-R1 ,Hierro (Ferrozine) ,3 x 500ml ,,HITACHI 747 REAGENTS,,,12
HI404-R2,Hierro (Ferrozine) ,5 x 200ml ,,HITACHI 747 REAGENTS,,,12
HI790-KCL,ISE 1N KCL Solución,1 x 1L ,,HITACHI 747 REAGENTS,,,12
HI790-DIL,ISE Dilyuente ,6 x 2L ,,HITACHI 747 REAGENTS,,,12
HI790-STH ,ISE Estándar - Alto,10 x 2ml ,,HITACHI 747 REAGENTS,,,12
HI790-STL ,ISE Estándar - Bajo ,10 x 2ml ,,HITACHI 747 REAGENTS,,,12
HI790-REF ,ISE Internal Reference ,6 x 2L ,,HITACHI 747 REAGENTS,,,12
HL456-R1 ,LD R1 ,5 x 600ml ,,HITACHI 747 REAGENTS,,,12
HL456-R2,LD R2,5 x 100ml ,,HITACHI 747 REAGENTS,,,12
HM429-R1 ,Magnesio R1 ,5 x 250ml ,,HITACHI 747 REAGENTS,,,12
HM429-R2,Magnesio R2,5 x 250ml,,HITACHI 747 REAGENTS,,,12
HT428-R1,"Proteinas, Totales R1 ",5 x 600ml ,,HITACHI 747 REAGENTS,,,12
HT428-R2,"Proteinas, Totales R2",5 x 300ml,,HITACHI 747 REAGENTS,,,12
HI790-SCS ,Solución Limpiadora ,1 x 500ml,,HITACHI 747 REAGENTS,,,12
HT432-3000 ,Trigliceridos,5 x 600ml ,,HITACHI 747 REAGENTS,,,12
HU982-615,Acido Urico ,"5 x 100ml, 5 x 23ml",,HITACHI 747 REAGENTS,,,12
HA901-1400,Albumina,14 x 100ml ,,HITACHI 747 REAGENTS,,,12
HA926-610 ,ALT ,"5 x 100ml, 2 x 55ml",,HITACHI 747 REAGENTS,,,12
HA965-324 ,Amilasa EPS ,"12 x 22ml, 6 x 10ml ",,HITACHI 747 REAGENTS,,,12
HA961-610,AST ,"5 x 100ml, 2 x 55ml ",,HITACHI 747 REAGENTS,,,12
HH945-240 ,autoHDL Colesterol,"6 x 30ml, 3 x 20ml ",,HITACHI 747 REAGENTS,,,12
HB936-294,"Bilirrubina, Directa ","12 x 19ml, 6 x 11ml",,HITACHI 747 REAGENTS,,,12
HB979-693,"Bilirrubina, Total ","6 x 90ml, 3 x 51ml ",,HITACHI 747 REAGENTS,,,12
HB952-1020,BUN,"8 x 100ml, 4 x 55ml",,HITACHI 747 REAGENTS,,,12
HC902-1000,Calcio CPC,"7 x 100ml, 3 x 100ml",,HITACHI 747 REAGENTS,,,12
HI790-CEW ,Cell Wash ,6 x 2L ,,HITACHI 747 REAGENTS,,,12
HC922-250 ,CK,"2 x 100ml, 2 x 25ml",,HITACHI 747 REAGENTS,,,12
HC910-1000,Colesterol,10 x 100ml ,,HITACHI 747 REAGENTS,,,12
HC939-1340 ,Creatinina ,"11 x 100ml, 3 x 80ml ",,HITACHI 747 REAGENTS,,,12
HI990-DET,Detergente,14 x 100ml ,,HITACHI 747 REAGENTS,,,12
HA916-492 ,Fosfatasa Alcalina ,"4 x 100ml, 4 x 23ml",,HITACHI 747 REAGENTS,,,12
HP916-1200,Fósforo ,"8 x 100ml, 4 x 100ml ",,HITACHI 747 REAGENTS,,,12
HG959-315,GGT ,"5 x 45ml,2 x 45ml",,HITACHI 747 REAGENTS,,,12
HG920-1200,Glucosa (Hexokinasa),"10 x 100ml, 10 x 20ml",,HITACHI 747 REAGENTS,,,12
HG921-1000 ,Glucosa (Oxidasa) ,10 x 100ml ,,HITACHI 747 REAGENTS,,,12
HI904-600 ,Hierro (Ferrozine),"5 x 100ml, 1 x 100ml ",,HITACHI 747 REAGENTS,,,12
HI990-KCL ,ISE 1N KCL Solución ,5 x 300ml ,,HITACHI 747 REAGENTS,,,12
HI990-DIL ,ISE Diluyente ,5 x 300ml ,,HITACHI 747 REAGENTS,,,12
HI790-STH ,ISE Estándar - Alto,10 x 2ml ,,HITACHI 747 REAGENTS,,,12
HI790-STL,ISE Estándar - Bajo,10 x 2ml,,HITACHI 747 REAGENTS,,,12
HI990-REF,ISE Internal Reference ,5 x 600ml ,,HITACHI 747 REAGENTS,,,12
HL956-568 ,LD ,"4 x 100ml, 8 x 21ml ",,HITACHI 747 REAGENTS,,,12
HM929-400 ,Magnesio ,"4 x 50ml, 4 x 50ml ",,HITACHI 747 REAGENTS,,,12
HT928-1200 ,"Proteinas, Totales","8 x 100ml, 4 x 100ml ",,HITACHI 747 REAGENTS,,,12
HI790-SCS,Solución Limpiadora ,1 x 500ml ,,HITACHI 747 REAGENTS,,,12
HT932-1000 ,Trigliceridos ,10 x 100ml ,,HITACHI 747 REAGENTS,,,12
HA744-200,Apolipoproteinas A1 ,"4 x 40ml, 2 x 20ml ",,HITACHI 911 (User Defined),,,12
HA788-200 ,Apolipoproteinas B ,"4 x 40ml, 2 x 20ml ",,HITACHI 911 (User Defined),,,12
A7566-96,ASO-ITA ,"4 x 20ml, 2 x 8ml ",,HITACHI 911 (User Defined),,,12
L7574-40,autoLDL,"1 x 30ml, 1 x 10ml",,HITACHI 911 (User Defined),,,12
L7574-80,autoLDL,"1 x 60ml, 1 x 20ml",,HITACHI 911 (User Defined),,,12
C7568-40 ,CRP-Alta Sensibilidad ,"1 x 20ml, 1 x 20ml",,HITACHI 911 (User Defined),,,12
C7568-100 ,CRP-Alta Sensibilidad ,"1 x 50ml, 1 x 50ml",,HITACHI 911 (User Defined),,,12
HC704-200,Dioxido de Carbono,10 x 20ml ,,HITACHI 911 (User Defined),,,12
HA703-60 ,Fosfatasa Acida ,6 x 10ml,,HITACHI 911 (User Defined),,,12
L7596-50,Lactato ,"1 x 30ml, 1 x 20ml ",,HITACHI 911 (User Defined),,,12
M7562-100,Microalbumina,"4 x 20ml, 2 x 10ml ",,HITACHI 911 (User Defined),,,12
HP782-400,Microproteinas,"8 x 50ml, 1 x 15 std",,HITACHI 911 (User Defined),,,12
HU982-729 ,Acido Urico,"9 x 65ml, 9 x 16ml",,HITACHI 917 REAGENTS,,,12
HA902-792 ,Albumina ,12 x 66ml ,,HITACHI 917 REAGENTS,,,12
HA926-504,ALT,"6 x 67ml, 6 x 17ml ",,HITACHI 917 REAGENTS,,,12
HA965-480,Amilasa EPS ,"6 x 63ml, 6 x 17ml ",,HITACHI 917 REAGENTS,,,12
HA961-504,AST,"6 x 67ml, 6 x 17ml ",,HITACHI 917 REAGENTS,,,12
HH945-480,autoHDL Colesterol ,"6 x 60ml, 6 x 20ml ",,HITACHI 917 REAGENTS,,,12
HL974-480,autoLDL Colesterol ,"6 x 60ml, 6 x 20ml ",,HITACHI 917 REAGENTS,,,12
HB936-120 ,"Bilirrubina, Directa ","5 x 18ml, 5 x 6ml",,HITACHI 917 REAGENTS,,,12
HB979-711 ,"Bilirrubina, Total","9 x 63ml, 9 x 16ml ",,HITACHI 917 REAGENTS,,,12
HB952-654 ,BUN,"6 x 66ml, 6 x 43ml",,HITACHI 917 REAGENTS,,,12
HC902-576,Calcio CPC,"6 x 66ml, 6 x 30ml",,HITACHI 917 REAGENTS,,,12
HI790-CEW,Cell Wash ,6 x 2L ,,HITACHI 917 REAGENTS,,,12
HC922-300 ,CK,"4 x 60ml, 4 x 15ml ",,HITACHI 917 REAGENTS,,,12
HC910-780,Colesterol,12 x 65ml ,,HITACHI 917 REAGENTS,,,12
HC939-756,Creatinina,"9 x 67ml, 9 x 17ml",,HITACHI 917 REAGENTS,,,12
HI790-DET,Detergente,1 x 1L,,HITACHI 917 REAGENTS,,,12
HA916-302,Fosfatasa Alcalina ,"5 x 50ml, 4 x 13ml",,HITACHI 917 REAGENTS,,,12
HP916-576,Fósforo ,"6 x 66ml, 6 x 30ml ",,HITACHI 917 REAGENTS,,,12
HG959-295,GGT,"5 x 42ml, 5 x 17ml",,HITACHI 917 REAGENTS,,,12
HG920-756,Glucosa (Hexokinasa) ,"9 x 67ml, 9 x 17ml",,HITACHI 917 REAGENTS,,,12
HG921-804 ,Glucosa (Oxidasa) ,12 x 67ml ,,HITACHI 917 REAGENTS,,,12
HI904-498,Hierro (Ferrozine),"6 x 66ml, 6 x 17ml ",,HITACHI 917 REAGENTS,,,12
HI790-KCL,ISE 1N KCL Solución ,1 x 1L ,,HITACHI 917 REAGENTS,,,12
HI790-DIL ,ISE Diluyente,6 x 2L ,,HITACHI 917 REAGENTS,,,12
HI790-STH ,ISE Estándar - Alto,10 x 2ml ,,HITACHI 917 REAGENTS,,,12
HI790-STL,ISE Estándar - Bajo,10 x 2ml ,,HITACHI 917 REAGENTS,,,12
HI790-REF,ISE Internal Reference,6 x 2L,,HITACHI 917 REAGENTS,,,12
HA999-804 ,Lavado Acido,12 x 67ml ,,HITACHI 917 REAGENTS,,,12
HB999-804 ,Lavado Alcalino (Base),12 x 67ml ,,HITACHI 917 REAGENTS,,,12
HL956-295 ,LD,"5 x 42ml, 5 x 17ml",,HITACHI 917 REAGENTS,,,12
HM929-300 ,Magnesio,"6 x 25ml, 6 x 25ml ",,HITACHI 917 REAGENTS,,,12
HT928-576 ,"Proteinas, Totales","6 x 66ml, 6 x 30ml ",,HITACHI 917 REAGENTS,,,12
HI790-SCS ,Solución Limpiadora ,1 x 500ml ,,HITACHI 917 REAGENTS,,,12
HT932-780 ,Trigliceridos,12 x 65ml ,,HITACHI 917 REAGENTS,,,12
94-A5086-CUV,ASCA Cuvetas (Rotores),20/case,,Consumables,,,12
01-B543 ,Beckman CX Boatiles,each,,Consumables,,,12
00-HB529-10 ,Hitachi 100ml Boatiles,10 x 100ml ,,Consumables,,,12
00-HB530-10,Hitachi 50ml Boatiles,10 x 50ml ,,Consumables,,,12
00-HB532-10,Hitachi 20ml Boatiles ,10 x 20ml ,,Consumables,,,12
92-2400 ,Gemstar Cuvetas,1000/case ,,Consumables,,,12
90-P5025-180,Pointe 180 Analizador Químico ,,,Instrumentos/Analizadores,,,12
90-P5025-2400,Flow Cell (Mosquito) ,,,Instrumentos/Analizadores,,,12
90-P3304-180 ,Pointe 180 II Analizador Químico ,,,Instrumentos/Analizadores,,,12
51602,"Tubo capilar de vidrio sin anticoagulante, punta azúl ",1000,productos/13-001.png,"Nuestros tubos capilares están designados para una fácil colección de muestra que da como resultado excelentes determinaciones de micro-hematocrito. La precisión de los moldes origina una retención precisa de la muestra durante la centrifugación, además de que el llenado de los capilares no afecta la integridad de la muestra",,,13
51608,"Tubo capilar de vidrio amonio-hep., punta verde",1000,productos/13-001.png,"Nuestros tubos capilares están designados para una fácil colección de muestra que da como resultado excelentes determinaciones de micro-hematocrito. La precisión de los moldes origina una retención precisa de la muestra durante la centrifugación, además de que el llenado de los capilares no afecta la integridad de la muestra",,,13
51613,"Tubo capilar de vidrio sodio-heo., punta roja ",1000,productos/13-001.png,"Nuestros tubos capilares están designados para una fácil colección de muestra que da como resultado excelentes determinaciones de micro-hematocrito. La precisión de los moldes origina una retención precisa de la muestra durante la centrifugación, además de que el llenado de los capilares no afecta la integridad de la muestra",,,13
51601,Base para 24 capilares con sellador integrado ,10,productos/13-003.png,"La plastilina selladora contenida en la base es un compuesto único a base de una fina cera que permite un sellado hermético que a su vez evita el derrame de la muestra. No es tóxico y su composición suave es resistente al calor, lo cual no permite que se seque y cristalice. La base contiene 24 lugares numerados para una mejor identificación de los pacientes. ",,,13
